Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class,Day_of_Week,Lighting
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Safe,Wednesday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Wednesday,Moderate
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Thursday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Thursday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Thursday,Moderate
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Friday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Friday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Safe,Friday,Moderate
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Saturday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Saturday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Saturday,Moderate
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Sunday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Sunday,Good
Ramapuram,Gokulam Colony,Night,High,No,Yes,Outer,High,Unsafe,Sunday,Moderate
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Monday,Good
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Tuesday,Good
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Wednesday,Good
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Thursday,Good
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Friday,Good
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Saturday,Good
West Mambalam,Kasi Viswanathar Colony,Morning,Medium,No,No,Middle,Medium,Safe,Sunday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Monday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Tuesday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Wednesday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Thursday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Friday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Saturday,Good
West Mambalam,Kasi Viswanathar Colony,Afternoon,Medium,No,No,Middle,Medium,Safe,Sunday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Monday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Tuesday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Wednesday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Thursday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Friday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Saturday,Good
West Mambalam,Kasi Viswanathar Colony,Evening,Medium,No,No,Middle,Medium,Safe,Sunday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Monday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Monday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Monday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Safe,Tuesday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Tuesday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Tuesday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Wednesday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Wednesday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Wednesday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Thursday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Safe,Thursday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Thursday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Friday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Friday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Friday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Saturday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Saturday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Saturday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Sunday,Good
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Sunday,Moderate
West Mambalam,Kasi Viswanathar Colony,Night,Low,No,No,Middle,Medium,Unsafe,Sunday,Moderate
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Monday,Good
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Tuesday,Good
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Wednesday,Good
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Thursday,Good
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Friday,Good
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Saturday,Good
Ramapuram,Moogambigai Nagar,Morning,Low,No,No,Outer,Low,Unsafe,Sunday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Monday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Tuesday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Wednesday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Thursday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Friday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Saturday,Good
Ramapuram,Moogambigai Nagar,Afternoon,Low,No,No,Outer,Low,Safe,Sunday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Unsafe,Monday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Safe,Tuesday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Unsafe,Wednesday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Unsafe,Thursday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Unsafe,Friday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Unsafe,Saturday,Good
Ramapuram,Moogambigai Nagar,Evening,Low,No,No,Outer,Low,Unsafe,Sunday,Good
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Monday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Monday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Monday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Tuesday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Tuesday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Tuesday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Wednesday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Wednesday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Wednesday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Thursday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Thursday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Thursday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Friday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Friday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Friday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Saturday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Saturday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Saturday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Sunday,Moderate
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Sunday,Poor
Ramapuram,Moogambigai Nagar,Night,Low,No,No,Outer,Low,Unsafe,Sunday,Poor
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Monday,Good
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Tuesday,Good
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Wednesday,Good
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Thursday,Good
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Friday,Good
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Saturday,Good
West Mambalam,Moovendar Colony,Morning,Medium,Yes,No,Outer,Medium,Safe,Sunday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Monday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Tuesday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Wednesday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Thursday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Friday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Saturday,Good
West Mambalam,Moovendar Colony,Afternoon,Low,Yes,No,Outer,Medium,Safe,Sunday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Monday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Tuesday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Wednesday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Thursday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Friday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Saturday,Good
West Mambalam,Moovendar Colony,Evening,Medium,Yes,No,Outer,Medium,Safe,Sunday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Monday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Monday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Monday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Tuesday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Tuesday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Tuesday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Wednesday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Wednesday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Wednesday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Thursday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Thursday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Thursday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Friday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Friday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Friday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Saturday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Saturday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Saturday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Sunday,Good
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Sunday,Moderate
West Mambalam,Moovendar Colony,Night,Low,Yes,No,Outer,Medium,Unsafe,Sunday,Moderate
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Monday,Good
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Thursday,Good
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Friday,Good
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Saturday,Good
Ramapuram,Mullai Nagar,Morning,High,Yes,No,Inner,High,Safe,Sunday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Monday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Thursday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Friday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Saturday,Good
Ramapuram,Mullai Nagar,Afternoon,Medium,Yes,No,Inner,High,Safe,Sunday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Monday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Thursday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Friday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Saturday,Good
Ramapuram,Mullai Nagar,Evening,High,Yes,No,Inner,High,Safe,Sunday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Monday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Monday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Monday,Moderate
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Tuesday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Tuesday,Moderate
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Wednesday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Wednesday,Moderate
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Thursday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Thursday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Thursday,Moderate
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Friday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Friday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Friday,Moderate
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Unsafe,Saturday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Unsafe,Saturday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Unsafe,Saturday,Moderate
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Sunday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Sunday,Good
Ramapuram,Mullai Nagar,Night,High,Yes,No,Inner,High,Safe,Sunday,Moderate
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Monday,Good
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Tuesday,Good
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Wednesday,Good
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Thursday,Good
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Friday,Good
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Saturday,Good
West Mambalam,Pannerselvam Nagar,Morning,Medium,No,Yes,Outer,Low,Unsafe,Sunday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Monday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Tuesday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Wednesday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Thursday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Friday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Saturday,Good
West Mambalam,Pannerselvam Nagar,Afternoon,Low,No,Yes,Outer,Low,Safe,Sunday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Unsafe,Monday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Unsafe,Tuesday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Unsafe,Wednesday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Unsafe,Thursday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Unsafe,Friday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Safe,Saturday,Good
West Mambalam,Pannerselvam Nagar,Evening,Low,No,Yes,Outer,Low,Unsafe,Sunday,Good
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Safe,Monday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Monday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Monday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Tuesday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Tuesday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Tuesday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Wednesday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Wednesday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Wednesday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Thursday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Thursday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Thursday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Friday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Friday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Friday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Saturday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Saturday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Saturday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Sunday,Moderate
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Sunday,Poor
West Mambalam,Pannerselvam Nagar,Night,Low,No,Yes,Outer,Low,Unsafe,Sunday,Poor
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Monday,Good
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Tuesday,Good
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Wednesday,Good
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Thursday,Good
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Friday,Good
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Saturday,Good
West Mambalam,Postal Colony,Morning,High,Yes,Yes,Middle,High,Safe,Sunday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Monday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Tuesday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Wednesday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Thursday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Friday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Saturday,Good
West Mambalam,Postal Colony,Afternoon,High,Yes,Yes,Middle,High,Safe,Sunday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Monday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Tuesday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Wednesday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Thursday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Friday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Saturday,Good
West Mambalam,Postal Colony,Evening,High,Yes,Yes,Middle,High,Safe,Sunday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Monday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Monday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Monday,Moderate
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Tuesday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Tuesday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Tuesday,Moderate
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Wednesday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Wednesday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Wednesday,Moderate
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Thursday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Thursday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Thursday,Moderate
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Friday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Friday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Friday,Moderate
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Unsafe,Saturday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Unsafe,Saturday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Unsafe,Saturday,Moderate
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Sunday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Sunday,Good
West Mambalam,Postal Colony,Night,Low,Yes,Yes,Middle,High,Safe,Sunday,Moderate
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Monday,Good
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Tuesday,Good
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Wednesday,Good
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Thursday,Good
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Friday,Good
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Saturday,Good
West Mambalam,RamaKrishnapuram,Morning,High,Yes,Yes,Inner,High,Safe,Sunday,Good
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Monday,Good
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Tuesday,Good
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Wednesday,Good
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Thursday,Good
West Mambalam,RamaKrishnapuram,Afternoon,High,Yes,Yes,Inner,High,Safe,Friday,Good
